Date-Time,AIT,Dighi,Vishrantwadi,Dhanori,Lohegaon,Airport,Yerwada,Hyatt Pune,PVR Koregaon,Vimaan Nagar,Rajiv Gandhi Nagar,Deccan College,Bund Garden,RTO Pune,Pune Station
2018-01-03 04:00:00,1059,874,535,231,502,776,612,397,10,1385,1541,1519,1732,1394,1210
2018-01-03 05:00:00,1057,825,572,251,559,816,641,366,40,1399,1487,1503,1591,1397,1273
2018-01-03 06:00:00,1068,898,501,253,560,758,511,245,90,1305,1579,1523,1551,1308,1248
2018-01-03 07:00:00,1023,811,593,242,569,825,522,258,33,1335,1439,1552,1653,1369,1258
2018-01-03 08:00:00,1049,873,514,291,578,791,548,348,12,1383,1462,1522,1694,1338,1266
2018-01-03 09:00:00,1033,846,586,212,561,798,599,254,85,1211,1422,1575,1508,1394,1208
2018-01-03 10:00:00,1087,858,520,252,582,807,457,243,3,1239,1523,1554,1534,1321,1223
2018-01-03 11:00:00,1023,890,597,265,585,841,520,398,40,1214,1538,1601,1745,1374,1213
2018-01-03 12:00:00,1012,804,585,225,500,750,478,250,12,1289,1574,1595,1714,1311,1214
2018-01-03 13:00:00,1032,897,537,292,521,790,572,267,75,1307,1591,1567,1706,1337,1245
2018-01-03 14:00:00,1087,869,526,277,566,810,616,295,41,1286,1560,1530,1547,1326,1234
2018-01-03 15:00:00,1036,886,566,235,556,839,550,243,74,1359,1406,1565,1565,1400,1265
2018-01-03 16:00:00,1073,883,538,256,568,752,583,238,81,1400,1586,1598,1705,1312,1232
2018-01-03 17:00:00,1009,875,586,294,506,802,500,240,80,1376,1452,1559,1623,1375,1234
2018-01-03 18:00:00,1021,848,574,287,531,774,595,218,37,1280,1548,1585,1738,1321,1249
2018-01-03 19:00:00,1001,878,582,217,585,773,542,260,72,1236,1540,1514,1569,1363,1220
2018-01-03 20:00:00,1008,844,515,233,601,757,563,310,24,1215,1491,1591,1766,1370,1261
2018-01-03 21:00:00,1000,837,580,230,501,826,590,356,28,1220,1427,1600,1635,1351,1278
2018-01-03 22:00:00,1020,854,548,230,566,839,518,360,58,1296,1404,1554,1701,1355,1276
2018-01-03 23:00:00,1067,809,572,268,580,828,585,377,17,1341,1541,1503,1743,1397,1273
2018-01-04 00:00:00,1086,850,535,224,521,806,624,236,79,1346,1418,1531,1708,1306,1252
2018-01-04 01:00:00,1032,897,589,293,501,845,597,241,73,1246,1587,1591,1757,1323,1261
2018-01-04 02:00:00,1039,837,521,253,525,756,490,234,73,1316,1550,1541,1760,1353,1223
2018-01-04 03:00:00,1044,898,592,217,590,773,474,362,27,1286,1494,1590,1573,1335,1210
2018-01-04 04:00:00,1046,878,544,230,543,836,545,370,56,1341,1450,1560,1704,1373,1277
2018-01-04 05:00:00,1045,815,517,262,522,846,510,243,61,1215,1496,1601,1666,1311,1277
2018-01-04 06:00:00,1033,845,512,203,597,782,615,356,67,1399,1455,1564,1552,1369,1264
2018-01-04 07:00:00,1076,833,591,222,515,807,591,217,68,1387,1560,1566,1751,1327,1267
2018-01-04 08:00:00,1094,822,526,231,582,811,500,286,92,1356,1406,1596,1538,1377,1276
2018-01-04 09:00:00,1023,810,521,265,534,765,573,291,76,1297,1556,1582,1705,1332,1242
2018-01-04 10:00:00,1022,862,558,210,558,807,548,279,22,1368,1412,1598,1629,1392,1232
2018-01-04 11:00:00,1033,841,550,203,579,795,551,361,13,1259,1545,1508,1647,1312,1283
2018-01-04 12:00:00,1068,868,565,216,556,823,537,338,27,1218,1476,1516,1599,1327,1227
2018-01-04 13:00:00,1073,894,515,278,520,782,564,280,98,1373,1462,1566,1686,1320,1247
2018-01-04 14:00:00,1099,899,508,254,587,799,514,208,48,1255,1524,1528,1677,1351,1297
2018-01-04 15:00:00,1084,806,590,294,500,850,631,277,27,1330,1563,1546,1777,1310,1258
2018-01-04 16:00:00,1083,884,589,289,542,788,562,373,34,1291,1552,1590,1779,1340,1248
2018-01-04 17:00:00,1008,868,594,216,546,819,569,373,63,1233,1520,1520,1623,1389,1209
2018-01-04 18:00:00,1098,847,586,216,573,824,497,368,39,1278,1528,1596,1597,1344,1238
2018-01-04 19:00:00,1002,853,502,211,577,843,631,223,38,1377,1532,1576,1545,1312,1207
2018-01-04 20:00:00,1099,808,576,298,533,812,577,303,29,1262,1579,1557,1554,1389,1291
2018-01-04 21:00:00,1004,884,553,278,526,818,604,358,65,1338,1480,1544,1796,1364,1203
2018-01-04 22:00:00,1059,847,558,289,576,790,486,249,5,1279,1527,1560,1649,1313,1277
2018-01-04 23:00:00,1004,810,545,295,512,809,603,308,93,1275,1425,1560,1625,1336,1259
2018-01-05 00:00:00,1093,832,579,222,545,809,632,390,20,1303,1494,1506,1505,1353,1271
2018-01-05 01:00:00,1065,819,576,267,524,775,560,390,75,1290,1442,1538,1793,1390,1234
2018-01-05 02:00:00,1049,803,549,226,527,762,630,206,87,1310,1591,1583,1638,1326,1201
2018-01-05 03:00:00,1002,896,514,206,504,846,609,216,55,1258,1457,1537,1546,1384,1246
2018-01-05 04:00:00,1085,826,544,285,591,845,507,270,14,1291,1480,1562,1548,1372,1301
2018-01-05 05:00:00,1023,810,558,241,557,770,472,296,36,1246,1532,1576,1509,1400,1251
2018-01-05 06:00:00,1094,801,557,298,590,787,612,334,67,1314,1485,1547,1576,1339,1268
2018-01-05 07:00:00,1061,862,590,207,553,813,612,270,50,1396,1497,1540,1665,1301,1216
2018-01-05 08:00:00,1010,809,575,297,551,750,559,333,82,1202,1524,1573,1654,1307,1206
2018-01-05 09:00:00,1023,849,513,292,526,823,483,386,23,1276,1500,1553,1772,1363,1248
2018-01-05 10:00:00,1069,840,524,224,583,789,589,299,38,1316,1550,1593,1727,1356,1256
2018-01-05 11:00:00,1042,868,565,207,521,758,525,346,27,1233,1582,1515,1761,1338,1275
2018-01-05 12:00:00,1069,880,589,220,561,786,476,353,101,1324,1489,1587,1626,1331,1276
2018-01-05 13:00:00,1020,813,573,291,526,823,549,217,64,1243,1441,1506,1787,1396,1254
2018-01-05 14:00:00,1068,866,572,288,599,807,537,390,54,1306,1591,1569,1526,1364,1263
2018-01-05 15:00:00,1057,840,575,250,503,801,487,379,1,1297,1567,1571,1553,1317,1207
2018-01-05 16:00:00,1002,865,540,254,552,754,455,274,33,1377,1406,1533,1582,1309,1262
2018-01-05 17:00:00,1074,855,575,295,509,807,638,321,52,1360,1585,1517,1608,1365,1217
2018-01-05 18:00:00,1011,875,527,301,561,768,495,275,100,1234,1551,1513,1747,1313,1225
2018-01-05 19:00:00,1030,818,574,204,531,782,571,374,31,1259,1592,1522,1737,1390,1296
2018-01-05 20:00:00,1008,839,599,224,546,789,492,231,36,1224,1579,1556,1547,1363,1272
2018-01-05 21:00:00,1100,868,570,269,508,815,469,336,38,1212,1544,1546,1679,1357,1259
2018-01-05 22:00:00,1009,807,535,265,556,821,632,392,100,1296,1557,1552,1780,1347,1291
2018-01-05 23:00:00,1045,827,561,299,526,794,519,305,12,1294,1562,1508,1592,1302,1301
2018-01-06 00:00:00,1093,884,578,272,556,794,456,280,47,1360,1425,1551,1624,1378,1263
2018-01-06 01:00:00,1054,829,550,281,547,830,550,321,55,1378,1551,1592,1722,1355,1222
2018-01-06 02:00:00,1066,826,530,294,533,820,560,302,47,1279,1508,1577,1791,1321,1220
2018-01-06 03:00:00,1047,844,510,229,601,846,482,323,13,1245,1516,1534,1641,1331,1237
2018-01-06 04:00:00,1053,899,577,255,592,768,543,318,4,1227,1479,1541,1728,1393,1299
2018-01-06 05:00:00,1085,801,600,252,518,822,630,376,98,1242,1488,1598,1633,1338,1274
2018-01-06 06:00:00,1002,801,549,207,592,757,481,209,57,1290,1557,1537,1711,1364,1274
2018-01-06 07:00:00,1045,846,583,287,580,846,530,300,60,1382,1500,1574,1631,1322,1237
2018-01-06 08:00:00,1000,826,546,248,556,760,506,249,78,1375,1456,1500,1524,1376,1240
2018-01-06 09:00:00,1035,868,561,289,556,817,624,219,87,1346,1417,1509,1770,1307,1244
2018-01-06 10:00:00,1081,859,506,221,597,816,581,362,2,1256,1511,1548,1539,1347,1284
2018-01-06 11:00:00,1034,863,589,267,566,808,466,311,25,1252,1410,1528,1758,1336,1255
2018-01-06 12:00:00,1044,852,569,231,500,833,621,330,57,1396,1554,1559,1681,1337,1262
2018-01-06 13:00:00,1063,810,567,280,562,781,625,301,46,1333,1488,1525,1588,1305,1210
2018-01-06 14:00:00,1010,821,527,249,500,841,610,354,85,1202,1584,1587,1656,1310,1297
2018-01-06 15:00:00,1096,852,517,291,585,845,629,236,56,1228,1478,1571,1504,1363,1237
2018-01-06 16:00:00,1080,849,518,298,588,776,506,347,85,1355,1494,1537,1695,1390,1279
2018-01-06 17:00:00,1069,816,587,284,550,796,450,367,17,1334,1402,1530,1795,1379,1288
2018-01-06 18:00:00,1082,833,527,234,596,780,628,264,1,1305,1484,1523,1669,1376,1300
2018-01-06 19:00:00,1019,810,597,281,506,765,553,222,31,1213,1514,1530,1552,1334,1252
2018-01-06 20:00:00,1060,821,547,216,503,762,478,343,56,1212,1422,1509,1770,1328,1202
2018-01-06 21:00:00,1077,824,503,261,567,750,637,199,83,1362,1463,1539,1584,1350,1210
2018-01-06 22:00:00,1007,819,593,299,545,843,569,376,49,1209,1526,1550,1571,1397,1245
2018-01-06 23:00:00,1005,890,568,301,578,825,552,347,79,1328,1453,1558,1558,1382,1266
2018-01-07 00:00:00,1086,890,586,279,560,827,621,378,85,1237,1595,1578,1722,1361,1257
2018-01-07 01:00:00,1023,857,532,298,524,763,563,284,52,1303,1577,1592,1593,1312,1252
2018-01-07 02:00:00,1094,811,502,216,510,768,536,296,77,1239,1461,1539,1726,1312,1202
2018-01-07 03:00:00,1063,816,567,213,506,813,478,348,52,1211,1480,1562,1652,1395,1234
2018-01-07 04:00:00,1041,836,595,222,593,827,574,334,61,1341,1517,1592,1593,1380,1227
2018-01-07 05:00:00,1014,873,569,229,575,780,480,242,94,1202,1514,1601,1536,1399,1214
2018-01-07 06:00:00,1100,802,536,289,594,802,610,240,44,1258,1595,1514,1652,1395,1240
2018-01-07 07:00:00,1014,845,584,255,530,823,630,252,38,1350,1498,1528,1630,1360,1270
2018-01-07 08:00:00,1054,877,500,276,514,809,624,362,99,1384,1439,1513,1631,1344,1252
2018-01-07 09:00:00,1048,876,519,227,584,784,601,227,12,1292,1462,1546,1578,1358,1270
2018-01-07 10:00:00,1069,846,579,300,599,790,537,345,83,1243,1467,1588,1555,1310,1218
2018-01-07 11:00:00,1009,823,558,250,584,787,465,341,8,1289,1527,1529,1555,1341,1203
2018-01-07 12:00:00,1025,857,588,276,515,764,481,211,94,1208,1481,1508,1655,1322,1299
2018-01-07 13:00:00,1035,819,505,218,591,764,607,371,38,1265,1404,1533,1748,1318,1228
2018-01-07 14:00:00,1080,875,530,248,506,760,579,363,27,1256,1445,1563,1701,1380,1280
2018-01-07 15:00:00,1016,823,544,233,585,773,630,307,60,1242,1451,1567,1595,1380,1291
2018-01-07 16:00:00,1072,858,549,301,530,822,552,319,70,1263,1423,1597,1562,1302,1282
2018-01-07 17:00:00,1015,837,583,247,590,763,547,367,73,1357,1453,1527,1550,1323,1231
2018-01-07 18:00:00,1009,858,587,253,581,840,627,245,65,1288,1489,1576,1568,1335,1221
2018-01-07 19:00:00,1018,834,591,223,509,763,570,388,35,1267,1430,1527,1781,1372,1211
2018-01-07 20:00:00,1075,899,594,285,556,795,467,221,90,1246,1445,1525,1543,1305,1286
2018-01-07 21:00:00,1087,825,572,275,574,803,476,321,69,1226,1564,1556,1612,1337,1283
2018-01-07 22:00:00,1064,838,593,291,587,806,558,216,82,1333,1495,1510,1695,1361,1297
2018-01-07 23:00:00,1026,801,572,238,601,776,569,300,68,1204,1418,1502,1793,1323,1275
2018-01-08 00:00:00,1090,869,504,280,539,816,603,261,22,1218,1589,1569,1625,1341,1210
2018-01-08 01:00:00,1083,851,583,210,525,775,595,276,75,1248,1559,1598,1567,1339,1265
2018-01-08 02:00:00,1031,802,544,238,503,780,471,202,101,1286,1584,1532,1594,1340,1268
2018-01-08 03:00:00,1051,840,574,287,569,822,539,295,53,1360,1531,1555,1578,1366,1223
2018-01-08 04:00:00,1075,884,515,293,586,757,588,203,4,1289,1562,1563,1631,1392,1226
2018-01-08 05:00:00,1025,846,562,288,530,819,462,246,3,1285,1412,1548,1532,1358,1227
2018-01-08 06:00:00,1079,883,569,245,573,828,460,369,43,1279,1409,1594,1525,1342,1267
2018-01-08 07:00:00,1010,813,593,240,573,821,639,377,92,1243,1585,1512,1747,1339,1249
2018-01-08 08:00:00,1041,833,585,292,601,764,603,381,46,1379,1515,1557,1796,1394,1245
2018-01-08 09:00:00,1061,853,600,220,597,809,521,348,13,1340,1404,1558,1680,1380,1261
2018-01-08 10:00:00,1022,841,564,297,595,806,605,380,16,1338,1443,1534,1665,1394,1298
2018-01-08 11:00:00,1010,835,514,301,567,765,583,297,5,1276,1407,1537,1557,1307,1214
2018-01-08 12:00:00,1093,857,570,293,529,759,498,326,26,1393,1584,1515,1713,1308,1226
2018-01-08 13:00:00,1044,855,558,204,593,829,650,317,94,1365,1405,1532,1700,1382,1243
2018-01-08 14:00:00,1038,828,599,202,514,775,629,258,81,1388,1577,1579,1674,1350,1243
2018-01-08 15:00:00,1045,868,543,270,514,839,579,327,39,1210,1509,1521,1697,1351,1217
2018-01-08 16:00:00,1098,840,556,278,554,799,527,306,99,1276,1565,1552,1501,1347,1272
2018-01-08 17:00:00,1061,840,512,229,563,758,454,214,12,1374,1553,1550,1575,1381,1243
2018-01-08 18:00:00,1065,844,573,209,585,769,544,355,13,1365,1580,1529,1783,1351,1208
2018-01-08 19:00:00,1020,806,506,252,581,767,579,381,15,1270,1489,1548,1539,1397,1246
2018-01-08 20:00:00,1092,843,571,297,539,800,592,331,35,1312,1462,1523,1729,1336,1290
2018-01-08 21:00:00,1051,803,573,222,599,757,550,230,51,1344,1575,1561,1565,1326,1300
2018-01-08 22:00:00,1009,812,549,223,572,816,516,255,35,1379,1592,1529,1594,1325,1284
2018-01-08 23:00:00,1020,843,561,240,588,792,604,199,33,1397,1484,1504,1655,1321,1218
2018-01-09 00:00:00,1067,822,523,255,546,837,472,332,39,1221,1406,1576,1560,1327,1232
2018-01-09 01:00:00,1041,874,558,221,524,789,634,257,76,1332,1472,1581,1510,1342,1229
2018-01-09 02:00:00,1047,836,501,245,586,752,469,274,58,1326,1537,1529,1778,1371,1234
2018-01-09 03:00:00,1002,852,514,237,511,784,575,233,99,1312,1464,1570,1790,1328,1279
2018-01-09 04:00:00,1041,814,524,252,573,808,467,212,12,1216,1561,1563,1609,1342,1237
2018-01-09 05:00:00,1020,809,592,240,535,797,546,288,88,1335,1416,1557,1719,1344,1264
2018-01-09 06:00:00,1056,824,543,249,567,799,578,367,95,1247,1574,1532,1526,1387,1221
2018-01-09 07:00:00,1027,867,506,297,585,799,647,236,79,1247,1579,1532,1501,1374,1226
2018-01-09 08:00:00,1092,837,575,283,601,845,621,215,90,1379,1560,1552,1639,1324,1207
2018-01-09 09:00:00,1007,897,518,258,534,773,538,356,101,1265,1592,1565,1546,1340,1218
2018-01-09 10:00:00,1087,835,503,267,550,759,542,378,86,1238,1421,1519,1726,1324,1277
2018-01-09 11:00:00,1039,824,506,265,598,809,527,373,44,1248,1578,1585,1652,1336,1239
2018-01-09 12:00:00,1100,846,545,204,505,834,470,346,19,1377,1505,1506,1688,1365,1254
2018-01-09 13:00:00,1012,805,585,288,592,789,573,311,93,1245,1421,1536,1611,1399,1279
2018-01-09 14:00:00,1042,862,517,252,545,837,641,345,81,1236,1434,1507,1647,1335,1224
2018-01-09 15:00:00,1054,879,552,255,511,763,452,378,39,1372,1513,1563,1797,1366,1202
2018-01-09 16:00:00,1070,871,526,290,551,786,595,262,86,1219,1447,1526,1513,1386,1249
2018-01-09 17:00:00,1037,834,561,280,576,772,551,212,13,1400,1449,1500,1682,1381,1249
2018-01-09 18:00:00,1046,890,502,239,549,795,583,215,62,1386,1596,1550,1608,1333,1286
2018-01-09 19:00:00,1065,818,518,256,519,814,643,262,67,1371,1446,1543,1697,1318,1294
2018-01-09 20:00:00,1041,828,575,227,507,758,489,292,52,1288,1414,1523,1687,1325,1238
2018-01-09 21:00:00,1003,864,573,208,566,751,464,266,63,1207,1514,1599,1503,1351,1223
2018-01-09 22:00:00,1088,804,600,227,553,783,499,231,39,1318,1447,1551,1767,1309,1218
2018-01-09 23:00:00,1007,859,523,236,544,821,451,294,74,1301,1570,1599,1733,1318,1208
2018-01-10 00:00:00,1042,865,549,258,581,823,561,366,32,1351,1475,1587,1672,1395,1247
2018-01-10 01:00:00,1074,871,520,250,521,760,508,279,58,1241,1584,1601,1556,1315,1220
2018-01-10 02:00:00,1072,834,569,241,551,809,608,265,55,1347,1579,1570,1633,1344,1247
2018-01-10 03:00:00,1064,869,524,236,504,844,539,389,1,1391,1471,1533,1770,1345,1237
2018-01-10 04:00:00,1011,896,571,248,581,802,561,336,77,1371,1433,1514,1746,1392,1234
2018-01-10 05:00:00,1050,817,538,297,527,835,478,278,38,1235,1437,1541,1736,1317,1287
2018-01-10 06:00:00,1042,837,562,280,567,774,459,210,50,1315,1463,1514,1664,1330,1225
2018-01-10 07:00:00,1072,811,522,203,570,792,550,395,39,1357,1585,1598,1540,1392,1202
2018-01-10 08:00:00,1057,874,502,279,543,805,612,284,55,1339,1434,1587,1669,1327,1205
2018-01-10 09:00:00,1056,804,579,250,580,831,450,279,90,1222,1473,1501,1679,1357,1292
2018-01-10 10:00:00,1077,859,511,294,540,761,583,254,61,1265,1477,1595,1796,1382,1202
2018-01-10 11:00:00,1083,850,550,274,567,817,590,335,5,1225,1513,1596,1632,1304,1219
2018-01-10 12:00:00,1087,839,510,293,541,837,517,212,19,1327,1565,1508,1584,1300,1205
2018-01-10 13:00:00,1017,861,523,290,593,828,458,234,25,1387,1599,1571,1542,1369,1273
2018-01-10 14:00:00,1001,839,569,283,505,762,486,224,29,1246,1504,1563,1694,1313,1232
2018-01-10 15:00:00,1076,850,595,212,503,761,486,311,90,1227,1401,1570,1714,1398,1255
2018-01-10 16:00:00,1028,809,512,276,551,804,496,313,23,1202,1440,1598,1525,1308,1217
2018-01-10 17:00:00,1016,868,538,227,539,823,586,350,47,1340,1526,1585,1722,1321,1271
2018-01-10 18:00:00,1042,827,527,240,523,764,540,355,71,1303,1488,1577,1794,1313,1219
2018-01-10 19:00:00,1051,893,519,274,500,796,461,239,50,1266,1509,1531,1784,1338,1300
2018-01-10 20:00:00,1047,873,595,235,509,802,498,204,26,1304,1543,1550,1727,1377,1223
2018-01-10 21:00:00,1090,805,533,226,573,809,586,290,87,1365,1435,1501,1501,1337,1231
2018-01-10 22:00:00,1074,811,506,248,551,830,607,398,83,1278,1439,1594,1574,1313,1217
2018-01-10 23:00:00,1024,890,600,268,555,814,586,335,13,1362,1408,1526,1632,1373,1278
2018-01-11 00:00:00,1024,864,547,239,519,757,543,204,74,1263,1557,1511,1676,1320,1242
2018-01-11 01:00:00,1013,848,554,277,528,794,497,204,66,1271,1573,1528,1741,1381,1204
2018-01-11 02:00:00,1055,845,549,229,574,844,573,263,10,1333,1461,1554,1625,1338,1294
2018-01-11 03:00:00,1016,889,532,240,504,754,619,231,19,1299,1525,1522,1672,1386,1249
2018-01-11 04:00:00,1094,801,565,238,565,763,542,338,54,1288,1444,1574,1763,1308,1238
2018-01-11 05:00:00,1067,893,522,225,544,811,457,395,47,1268,1575,1547,1730,1317,1227
2018-01-11 06:00:00,1031,885,540,296,583,825,617,292,3,1326,1582,1547,1785,1322,1276
2018-01-11 07:00:00,1097,841,600,300,599,797,534,204,72,1293,1431,1594,1538,1310,1260
2018-01-11 08:00:00,1006,847,554,203,599,836,508,265,61,1369,1437,1506,1521,1310,1275
2018-01-11 09:00:00,1024,809,593,236,534,783,641,346,55,1234,1437,1577,1770,1386,1234
2018-01-11 10:00:00,1049,822,573,237,551,815,586,272,1,1342,1462,1577,1703,1315,1223
2018-01-11 11:00:00,1005,882,519,221,580,803,533,366,42,1208,1528,1530,1566,1328,1290
2018-01-11 12:00:00,1072,855,540,234,578,806,609,389,13,1204,1413,1513,1571,1338,1255
2018-01-11 13:00:00,1016,814,541,220,517,779,624,215,50,1370,1493,1526,1598,1304,1266
2018-01-11 14:00:00,1070,824,522,291,586,767,589,336,14,1353,1575,1546,1791,1383,1215
2018-01-11 15:00:00,1053,856,510,268,554,826,511,246,36,1251,1493,1570,1558,1380,1252
2018-01-11 16:00:00,1066,869,513,209,520,821,540,210,99,1258,1495,1548,1782,1395,1232
2018-01-11 17:00:00,1055,872,592,274,507,758,528,364,6,1290,1535,1517,1654,1377,1247
2018-01-11 18:00:00,1066,813,570,283,552,769,633,319,1,1216,1446,1515,1651,1349,1295
2018-01-11 19:00:00,1069,890,536,211,547,803,625,270,96,1210,1528,1593,1758,1370,1254
2018-01-11 20:00:00,1004,878,585,205,544,777,606,366,76,1257,1568,1516,1516,1336,1217
2018-01-11 21:00:00,1031,898,578,229,551,811,510,269,58,1346,1496,1517,1513,1401,1225
2018-01-11 22:00:00,1063,820,559,208,557,841,574,338,9,1387,1477,1527,1672,1362,1230
2018-01-11 23:00:00,1094,858,597,292,565,777,649,206,44,1208,1468,1594,1584,1363,1212
2018-01-12 00:00:00,1078,867,588,210,528,784,566,305,69,1364,1513,1590,1630,1309,1287
2018-01-12 01:00:00,1043,800,589,291,500,780,574,276,44,1366,1587,1582,1738,1302,1296
2018-01-12 02:00:00,1035,863,586,221,511,804,606,250,26,1330,1517,1582,1547,1372,1260
2018-01-12 03:00:00,1055,813,537,241,514,752,641,299,10,1299,1415,1506,1737,1383,1293
2018-01-12 04:00:00,1100,822,578,243,506,837,468,328,23,1377,1568,1511,1514,1393,1251
2018-01-12 05:00:00,1090,828,521,204,503,774,510,376,100,1290,1447,1534,1610,1355,1288
2018-01-12 06:00:00,1063,812,507,249,513,834,606,236,23,1273,1441,1540,1506,1363,1292
2018-01-12 07:00:00,1095,811,584,214,534,813,614,260,39,1400,1470,1559,1573,1401,1288
2018-01-12 08:00:00,1053,877,503,238,590,754,458,282,6,1251,1431,1521,1792,1390,1246
2018-01-12 09:00:00,1031,886,577,230,543,840,505,218,26,1314,1560,1518,1698,1384,1220
2018-01-12 10:00:00,1057,829,509,200,552,795,465,367,59,1209,1524,1564,1796,1374,1301
2018-01-12 11:00:00,1030,823,576,254,574,831,577,208,32,1392,1524,1529,1658,1357,1257
